Car,Purchase price,Sale price,Transport time,Country
1789,5944,9173,"0"" 31ays""",Romania
1790,22181,61198,"0"" 14ays""",Greece
1791,14403,24382,"0"" 19ays""",Malta
1792,14238,41277,"0"" 22ays""",Slovenia
1793,29298,43110,"0"" 04ays""",France
1794,28512,34805,"0"" 11ays""",Denmark
1795,15627,44044,"0"" 11ays""",Sweden
1796,11121,29376,"0"" 06ays""",Ireland
1797,13430,22858,"0"" 11ays""",Hungary
1798,24129,65971,"0"" 18ays""",France
1799,18667,27448,"0"" 12ays""",Slovenia
1800,12815,23567,"0"" 12ays""",Cyprus
1801,20156,47938,"0"" 03ays""",Estonia
1802,15056,22394,"0"" 21ays""",Hungary
1803,21801,40968,"0"" 06ays""",Romania
1804,19765,48967,"0"" 08ays""",Romania
1805,7595,9760,"0"" 03ays""",Romania
1806,26570,54206,"0"" 11ays""",Germany
1807,7647,10295,"0"" 01ays""",Italy
1808,19395,48881,"0"" 03ays""",Denmark
1809,6252,16277,"0"" 22ays""",Spain
1810,14628,28186,"0"" 07ays""",Austria
1811,28531,57018,"0"" 17ays""",France
1812,15093,43820,"0"" 02ays""",Austria
1813,10027,22284,"0"" 13ays""",Portugal
1814,9172,18348,"0"" 18ays""",France
1815,6981,17329,"0"" 22ays""",Cyprus
1816,15818,47062,"0"" 18ays""",Finland
1817,14388,21242,"0"" 02ays""",Hungary
1818,7171,17240,"0"" 15ays""",Greece
1819,29242,57089,"0"" 19ays""",Poland
1820,29099,57867,"0"" 13ays""",Finland
1821,16540,40296,"0"" 07ays""",Sweden
1822,10470,16211,"0"" 13ays""",Hungary
1823,7620,17772,"0"" 11ays""",Poland
1824,12330,23322,"0"" 01ays""",Germany
1825,6547,16083,"0"" 21ays""",Spain
1826,8729,14391,"0"" 18ays""",Slovakia
1827,14186,39631,"0"" 19ays""",Latvia
1828,7786,14744,"0"" 06ays""",Croatia
1829,16436,37825,"0"" 10ays""",Bulgaria
1830,13263,33199,"0"" 21ays""",Sweden
1831,21411,34702,"0"" 12ays""",Denmark
1832,28223,40721,"0"" 18ays""",Romania
1833,22286,49046,"0"" 08ays""",Cyprus
1834,18718,42514,"0"" 08ays""",Cyprus
1835,11018,26349,"0"" 01ays""",Lithuania
1836,27555,38461,"0"" 17ays""",Croatia
1837,15854,49352,"0"" 15ays""",Cyprus
1838,11901,26889,"0"" 12ays""",Spain
1839,12003,19748,"0"" 18ays""",The Netherlands
1840,18865,48046,"0"" 02ays""",Denmark
1841,7678,24177,"0"" 06ays""",Austria
1842,13795,34022,"0"" 11ays""",Sweden
1843,18678,43522,"0"" 13ays""",Slovakia
1844,28670,48686,"0"" 07ays""",Finland
1845,14171,36939,"0"" 11ays""",Portugal
1846,15263,30464,"0"" 04ays""",Belgium
1847,21789,33099,"0"" 01ays""",Lithuania
1848,26467,79038,"0"" 05ays""",Romania
1849,14640,25072,"0"" 04ays""",Denmark
1850,20683,55937,"0"" 31ays""",Luxembourg
1851,14279,23547,"0"" 16ays""",Portugal
1852,22285,29787,"0"" 08ays""",France
1853,17471,46478,"0"" 01ays""",Spain
1854,15279,38839,"0"" 19ays""",Finland
1855,19040,46847,"0"" 17ays""",Portugal
1856,23767,75355,"0"" 03ays""",Sweden
1857,7572,18200,"0"" 02ays""",Belgium
1858,17392,32046,"0"" 12ays""",Ireland
1859,28855,40249,"0"" 18ays""",Sweden
1860,20986,30930,"0"" 09ays""",Sweden
1861,9633,21479,"0"" 08ays""",Portugal
1862,8580,25632,"0"" 08ays""",Ireland
1863,12644,21335,"0"" 09ays""",Estonia
1864,12223,30937,"0"" 21ays""",Romania
1865,13188,17377,"0"" 13ays""",Finland
1866,7269,10909,"0"" 09ays""",Slovakia
1867,22052,33994,"0"" 20ays""",Greece
1868,29892,45530,"0"" 16ays""",Estonia
1869,23264,63762,"0"" 07ays""",Slovakia
1870,8468,26079,"0"" 21ays""",Spain
1871,14105,39149,"0"" 03ays""",Czech Republic
1872,15780,44973,"0"" 20ays""",The Netherlands
1873,19247,47257,"0"" 05ays""",Poland
1874,8200,16544,"0"" 02ays""",Poland
1875,23135,39020,"0"" 06ays""",Hungary
1876,17395,40820,"0"" 22ays""",The Netherlands
1877,17376,54260,"0"" 09ays""",Portugal
1878,12838,30413,"0"" 21ays""",Slovenia
1879,12748,20538,"0"" 16ays""",Hungary
1880,20434,51991,"0"" 07ays""",Greece
1881,23060,49541,"0"" 12ays""",Finland
1882,21363,31454,"0"" 13ays""",Germany
1883,24254,63815,"0"" 12ays""",Hungary
1884,26532,45036,"0"" 15ays""",Austria
1885,29859,70237,"0"" 17ays""",Greece
1886,10979,24852,"0"" 14ays""",The Netherlands
1887,15623,22279,"0"" 12ays""",Hungary
1888,20756,61410,"0"" 03ays""",Bulgaria
1889,19653,30003,"0"" 07ays""",Slovenia
1890,6312,9960,"0"" 11ays""",Czech Republic
1891,29546,87240,"0"" 18ays""",France
1892,23772,69727,"0"" 17ays""",Belgium
1893,5241,14567,"0"" 06ays""",Lithuania
1894,23359,40787,"0"" 09ays""",France
1895,14097,25939,"0"" 22ays""",Finland
1896,21745,40389,"0"" 07ays""",Ireland
1897,21505,31405,"0"" 01ays""",Portugal
1898,20586,49148,"0"" 13ays""",Spain
1899,28993,39799,"0"" 15ays""",Belgium
1900,13966,40554,"0"" 31ays""",France
1901,10993,31581,"0"" 18ays""",Spain
1902,7343,9346,"0"" 17ays""",Latvia
1903,29488,56725,"0"" 15ays""",Portugal
1904,24947,67896,"0"" 04ays""",Ireland
1905,9228,14357,"0"" 17ays""",Cyprus
1906,15502,38822,"0"" 22ays""",Poland
1907,11199,35526,"0"" 10ays""",Austria
1908,12102,36715,"0"" 09ays""",Czech Republic
1909,19642,39667,"0"" 31ays""",Romania
1910,13479,27233,"0"" 19ays""",Bulgaria
1911,17323,43828,"0"" 21ays""",Cyprus
1912,25449,52816,"0"" 14ays""",Poland
1913,9823,20593,"0"" 05ays""",Italy
1914,19610,57802,"0"" 17ays""",Croatia
1915,10960,16666,"0"" 22ays""",Belgium
1916,19503,33609,"0"" 08ays""",Finland
1917,11672,32977,"0"" 22ays""",Ireland
1918,29735,53589,"0"" 04ays""",Latvia
1919,17250,51788,"0"" 09ays""",Lithuania
1920,19005,36666,"0"" 15ays""",Germany
1921,24756,37419,"0"" 18ays""",Czech Republic
1922,26483,80955,"0"" 03ays""",Hungary
1923,11591,14300,"0"" 31ays""",Luxembourg
1924,11582,27952,"0"" 20ays""",Hungary
1925,15816,26522,"0"" 16ays""",Hungary
1926,10553,27337,"0"" 07ays""",Slovenia
1927,24009,31291,"0"" 04ays""",Slovenia
1928,23434,63583,"0"" 13ays""",Ireland
1929,20965,47437,"0"" 18ays""",Sweden
1930,11639,32156,"0"" 09ays""",The Netherlands
1931,15637,48283,"0"" 04ays""",Slovenia
1932,9165,22062,"0"" 13ays""",Czech Republic
1933,16345,50318,"0"" 20ays""",Austria
1934,22034,70411,"0"" 15ays""",Slovakia
1935,19879,28843,"0"" 15ays""",Poland
1936,7553,20601,"0"" 11ays""",Spain
1937,5514,12091,"0"" 09ays""",France
1938,9362,19316,"0"" 20ays""",Estonia
1939,29621,68687,"0"" 12ays""",Greece
1940,22523,42183,"0"" 13ays""",Cyprus
1941,14433,27787,"0"" 10ays""",Croatia
1942,19878,60936,"0"" 21ays""",Czech Republic
1943,17846,31882,"0"" 04ays""",Poland
1944,27556,84987,"0"" 22ays""",Estonia
1945,12335,23469,"0"" 05ays""",Poland
1946,9641,12447,"0"" 05ays""",Cyprus
1947,9730,23639,"0"" 16ays""",Estonia
1948,29594,64815,"0"" 18ays""",Czech Republic
1949,8946,21599,"0"" 15ays""",Italy
1950,7325,20444,"0"" 07ays""",Denmark
1951,15063,36215,"0"" 14ays""",Romania
1952,7411,21463,"0"" 18ays""",Slovenia
1953,24483,71605,"0"" 02ays""",Bulgaria
1954,10638,27453,"0"" 20ays""",Romania
1955,22147,64339,"0"" 31ays""",Bulgaria
1956,22351,46855,"0"" 13ays""",Bulgaria
1957,22326,40273,"0"" 31ays""",France
1958,18601,25279,"0"" 17ays""",Portugal
1959,5346,8218,"0"" 01ays""",Finland
1960,15070,42569,"0"" 10ays""",Austria
1961,22477,28126,"0"" 20ays""",Sweden
1962,27036,38827,"0"" 02ays""",Belgium
1963,10134,18858,"0"" 10ays""",France
1964,9446,28077,"0"" 17ays""",Finland
1965,8308,11809,"0"" 03ays""",The Netherlands
1966,27598,70864,"0"" 15ays""",Germany
1967,16584,48280,"0"" 13ays""",Latvia
1968,23116,72483,"0"" 13ays""",Germany
1969,28093,71552,"0"" 19ays""",Latvia
1970,7037,18626,"0"" 17ays""",Czech Republic
1971,12584,15806,"0"" 03ays""",Denmark
1972,21983,51054,"0"" 05ays""",Greece
1973,18258,52178,"0"" 02ays""",Poland
1974,9977,26919,"0"" 19ays""",Latvia
1975,6661,10310,"0"" 02ays""",Ireland
1976,24498,76137,"0"" 01ays""",Sweden
1977,8452,23045,"0"" 01ays""",Estonia
1978,16690,49541,"0"" 21ays""",Slovakia
1979,20061,60685,"0"" 04ays""",Poland
1980,17247,21676,"0"" 07ays""",Germany
1981,5744,11235,"0"" 11ays""",Slovakia
1982,13363,40300,"0"" 09ays""",France
1983,23143,28247,"0"" 04ays""",Slovenia
1984,19007,51362,"0"" 20ays""",The Netherlands
1985,22593,37126,"0"" 18ays""",Estonia
1986,10470,19607,"0"" 11ays""",Austria
1987,9167,17411,"0"" 03ays""",Italy
1988,25840,45923,"0"" 22ays""",Romania
1989,11424,15840,"0"" 16ays""",Denmark
1990,19410,42524,"0"" 03ays""",Slovenia
1991,29086,42090,"0"" 10ays""",Estonia
1992,25933,43413,"0"" 04ays""",Bulgaria
1993,20888,37865,"0"" 12ays""",Belgium
1994,19973,62084,"0"" 04ays""",Slovakia
1995,29512,93720,"0"" 31ays""",Finland
1996,16794,53215,"0"" 06ays""",France
1997,11706,28802,"0"" 01ays""",Denmark
1998,14712,25540,"0"" 18ays""",Germany
1999,11989,32194,"0"" 04ays""",Malta
2000,9893,23184,"0"" 16ays""",Czech Republic
2001,22484,42987,"0"" 13ays""",France
2002,7943,16946,"0"" 02ays""",Cyprus
2003,29097,63010,"0"" 16ays""",Slovenia
2004,16486,48984,"0"" 02ays""",Sweden
2005,16664,46185,"0"" 13ays""",Sweden
2006,18831,25238,"0"" 13ays""",Sweden
2007,19194,40147,"0"" 19ays""",Italy
2008,22070,66102,"0"" 15ays""",Spain
2009,16461,25255,"0"" 17ays""",Hungary
2010,21174,38535,"0"" 19ays""",Poland
2011,13053,30676,"0"" 03ays""",Croatia
2012,21271,30276,"0"" 20ays""",Latvia
2013,10114,31095,"0"" 13ays""",Spain
2014,13153,39447,"0"" 02ays""",France
2015,8309,22722,"0"" 08ays""",Hungary
2016,5899,7887,"0"" 06ays""",Sweden
2017,18130,56471,"0"" 22ays""",Poland
2018,5491,11673,"0"" 11ays""",Estonia
2019,22515,40527,"0"" 14ays""",Finland
2020,17756,34967,"0"" 22ays""",Sweden
2021,25120,70442,"0"" 18ays""",Hungary
2022,15280,44144,"0"" 09ays""",Spain
2023,11758,25190,"0"" 16ays""",Malta
2024,17775,49108,"0"" 19ays""",Romania
2025,26116,61678,"0"" 17ays""",Sweden
2026,24257,46268,"0"" 12ays""",Estonia
2027,18192,44307,"0"" 12ays""",Croatia
2028,10266,15841,"0"" 17ays""",Bulgaria
2029,21097,37510,"0"" 18ays""",Austria
2030,27382,59270,"0"" 08ays""",Italy
2031,11337,14258,"0"" 04ays""",Finland
2032,19352,24259,"0"" 20ays""",Denmark
2033,12522,17672,"0"" 10ays""",Greece
2034,5263,8445,"0"" 03ays""",Germany
2035,28603,88509,"0"" 07ays""",Malta
2036,8658,27218,"0"" 03ays""",Romania
2037,28096,36661,"0"" 20ays""",Cyprus
2038,9004,23989,"0"" 07ays""",Sweden
2039,15788,24364,"0"" 05ays""",Romania
2040,15809,46087,"0"" 03ays""",Bulgaria
2041,10245,15734,"0"" 19ays""",Spain
2042,7773,19117,"0"" 04ays""",Lithuania
2043,18796,46427,"0"" 12ays""",Germany
2044,12776,34832,"0"" 10ays""",Belgium
2045,26806,49789,"0"" 07ays""",Portugal
2046,23786,40533,"0"" 08ays""",Poland
2047,14606,17868,"0"" 12ays""",France
2048,24351,43107,"0"" 10ays""",Greece
2049,24819,64425,"0"" 14ays""",Hungary
2050,28489,80794,"0"" 22ays""",Italy
2051,7332,11864,"0"" 05ays""",Cyprus
2052,17673,43841,"0"" 08ays""",Italy
2053,20221,45068,"0"" 22ays""",Ireland
2054,26871,61861,"0"" 18ays""",Slovenia
2055,9728,16881,"0"" 07ays""",Bulgaria
2056,5928,11459,"0"" 12ays""",Austria
2057,20076,39947,"0"" 16ays""",Bulgaria
2058,17981,35934,"0"" 05ays""",Lithuania
2059,18888,30086,"0"" 19ays""",Latvia
2060,12698,39131,"0"" 05ays""",Latvia
2061,24875,59908,"0"" 11ays""",Latvia
2062,9482,12222,"0"" 18ays""",Austria
2063,20534,44048,"0"" 04ays""",Cyprus
2064,25535,40048,"0"" 31ays""",Poland
2065,10488,20216,"0"" 20ays""",Latvia
2066,18603,34174,"0"" 15ays""",Ireland
2067,28012,73579,"0"" 21ays""",Latvia
2068,20664,34229,"0"" 11ays""",Estonia
2069,28502,68054,"0"" 02ays""",Spain
2070,11673,17211,"0"" 09ays""",Hungary
2071,25928,48264,"0"" 11ays""",Hungary
2072,5503,13070,"0"" 20ays""",The Netherlands
2073,12832,29158,"0"" 20ays""",Austria
2074,16221,22214,"0"" 02ays""",Malta
2075,8652,10817,"0"" 18ays""",Croatia
2076,29693,48116,"0"" 19ays""",Austria
2077,22896,31217,"0"" 09ays""",Ireland
2078,18379,50522,"0"" 02ays""",Austria
2079,25603,55106,"0"" 08ays""",Czech Republic
2080,22447,70954,"0"" 20ays""",The Netherlands
2081,7732,16612,"0"" 02ays""",Croatia
2082,9486,14036,"0"" 17ays""",Bulgaria
2083,13824,29438,"0"" 01ays""",The Netherlands
2084,20151,44782,"0"" 12ays""",Czech Republic
2085,14311,27506,"0"" 22ays""",Czech Republic
2086,23859,50646,"0"" 09ays""",Lithuania
2087,18036,50006,"0"" 21ays""",Ireland
2088,29176,64758,"0"" 20ays""",Sweden
2089,21482,53824,"0"" 02ays""",Slovenia
2090,19274,59800,"0"" 14ays""",Latvia
2091,25873,36706,"0"" 02ays""",Italy
2092,7796,20450,"0"" 16ays""",Lithuania
2093,18233,29647,"0"" 18ays""",Slovenia
2094,6774,14241,"0"" 13ays""",Slovenia
2095,13017,41047,"0"" 02ays""",Romania
2096,18852,24947,"0"" 12ays""",Lithuania
2097,10518,28543,"0"" 03ays""",Croatia
2098,12360,17977,"0"" 07ays""",Croatia
2099,28718,83729,"0"" 09ays""",Latvia
2100,19284,61187,"0"" 15ays""",Austria
2101,24696,37939,"0"" 17ays""",Finland
2102,14500,31317,"0"" 15ays""",Ireland
2103,16139,48068,"0"" 07ays""",Cyprus
2104,20358,48342,"0"" 20ays""",Portugal
2105,14953,44875,"0"" 05ays""",Poland
2106,12271,38909,"0"" 08ays""",Belgium
2107,20338,46755,"0"" 01ays""",Greece
2108,22240,67839,"0"" 12ays""",Estonia
2109,18690,35640,"0"" 09ays""",The Netherlands
2110,24026,74886,"0"" 06ays""",Germany
2111,29271,84529,"0"" 06ays""",Ireland
2112,22878,69667,"0"" 01ays""",Slovenia
2113,18219,23836,"0"" 15ays""",Bulgaria
2114,18061,26659,"0"" 17ays""",Slovakia
2115,22934,31655,"0"" 18ays""",Bulgaria
2116,10135,21934,"0"" 06ays""",Latvia
2117,27218,58320,"0"" 18ays""",Hungary
2118,18922,28721,"0"" 02ays""",Lithuania
2119,25095,57110,"0"" 14ays""",Lithuania
2120,13269,19539,"0"" 02ays""",Italy
2121,8869,15035,"0"" 17ays""",Greece
2122,29422,56220,"0"" 11ays""",Croatia
2123,24708,43744,"0"" 02ays""",Austria
2124,5813,15372,"0"" 22ays""",Greece
2125,21115,41415,"0"" 02ays""",Italy
2126,8115,18460,"0"" 22ays""",Cyprus
2127,8481,14373,"0"" 06ays""",Denmark
2128,16518,42584,"0"" 17ays""",Finland
2129,21564,47832,"0"" 15ays""",France
2130,16572,46274,"0"" 19ays""",Italy
2131,5327,14705,"0"" 12ays""",Romania
2132,19625,47581,"0"" 15ays""",Czech Republic
2133,10390,21727,"0"" 13ays""",Croatia
2134,5573,9225,"0"" 13ays""",Greece
2135,19420,45742,"0"" 02ays""",Finland
2136,16122,23235,"0"" 16ays""",Czech Republic
2137,18382,52674,"0"" 10ays""",Finland
2138,10394,18997,"0"" 01ays""",Lithuania
2139,21426,53724,"0"" 06ays""",Luxembourg
2140,25508,50721,"0"" 02ays""",Finland
2141,13738,32894,"0"" 18ays""",France
2142,13984,31687,"0"" 16ays""",Latvia
2143,5912,11167,"0"" 01ays""",Spain
2144,26278,65272,"0"" 16ays""",Slovenia
2145,22846,51496,"0"" 06ays""",Poland
2146,16717,40689,"0"" 16ays""",Estonia
2147,24008,32849,"0"" 04ays""",Czech Republic
2148,18853,23014,"0"" 31ays""",Latvia
2149,25174,47995,"0"" 13ays""",Denmark
2150,28163,40951,"0"" 14ays""",Germany
2151,10914,32327,"0"" 04ays""",Italy
2152,17385,39241,"0"" 16ays""",Sweden
2153,24570,54950,"0"" 17ays""",Slovenia
2154,11337,20100,"0"" 16ays""",Malta
2155,28151,66626,"0"" 14ays""",The Netherlands
2156,20280,56780,"0"" 31ays""",Latvia
2157,5234,12603,"0"" 06ays""",Sweden
2158,16759,29497,"0"" 07ays""",Austria
2159,23438,61157,"0"" 22ays""",Malta
2160,29342,88852,"0"" 16ays""",Malta
2161,19389,36502,"0"" 14ays""",Greece
2162,28139,50839,"0"" 31ays""",Malta
2163,27000,38692,"0"" 12ays""",Lithuania
2164,14834,21545,"0"" 19ays""",Finland
2165,17150,20695,"0"" 22ays""",Bulgaria
2166,7413,13170,"0"" 11ays""",Ireland
2167,14059,40845,"0"" 02ays""",Portugal
2168,29964,84017,"0"" 07ays""",The Netherlands
2169,20876,35593,"0"" 17ays""",Bulgaria
2170,14704,46496,"0"" 09ays""",Germany
2171,7300,17560,"0"" 31ays""",Portugal
2172,9097,26604,"0"" 16ays""",Greece
2173,9425,22410,"0"" 16ays""",Sweden
2174,13672,22703,"0"" 06ays""",Cyprus
2175,17379,27586,"0"" 20ays""",Hungary
2176,17106,49530,"0"" 31ays""",Slovenia
2177,22761,56751,"0"" 13ays""",Croatia
2178,13763,20836,"0"" 17ays""",Spain
2179,28971,91065,"0"" 13ays""",Malta
2180,29525,80186,"0"" 01ays""",Cyprus
2181,11743,18934,"0"" 16ays""",Germany
2182,9075,19698,"0"" 16ays""",Portugal
2183,12638,40051,"0"" 01ays""",Poland
2184,10307,12458,"0"" 10ays""",Germany
2185,27790,49705,"0"" 10ays""",Bulgaria
2186,24888,78386,"0"" 03ays""",Poland
2187,23226,55360,"0"" 22ays""",France
2188,16972,26581,"0"" 06ays""",Spain
2189,29753,47286,"0"" 12ays""",Czech Republic
2190,26324,76214,"0"" 11ays""",Finland
2191,9288,26887,"0"" 05ays""",Cyprus
2192,7666,18047,"0"" 04ays""",Cyprus
2193,8475,21699,"0"" 13ays""",The Netherlands
2194,21934,68437,"0"" 14ays""",Poland
2195,16285,37608,"0"" 14ays""",Portugal
2196,16493,36035,"0"" 11ays""",Portugal
2197,24866,71738,"0"" 22ays""",Czech Republic
2198,28186,40099,"0"" 03ays""",Austria
2199,21243,47571,"0"" 12ays""",Cyprus
2200,16169,21642,"0"" 19ays""",Poland
2201,25864,79465,"0"" 09ays""",Cyprus
2202,7620,11993,"0"" 04ays""",Austria
2203,29109,37738,"0"" 11ays""",Portugal
2204,7482,22140,"0"" 06ays""",Czech Republic
2205,25398,52587,"0"" 09ays""",Luxembourg
2206,17573,26896,"0"" 08ays""",Portugal
2207,26482,76343,"0"" 07ays""",Bulgaria
2208,6331,19339,"0"" 17ays""",Latvia
2209,25879,60129,"0"" 09ays""",Italy
2210,23402,74392,"0"" 31ays""",Cyprus
2211,22620,65051,"0"" 14ays""",Spain
2212,19335,49710,"0"" 11ays""",Austria
2213,19576,35607,"0"" 03ays""",Finland
2214,13583,18108,"0"" 03ays""",Estonia
2215,10062,21406,"0"" 10ays""",Lithuania
2216,16776,39990,"0"" 09ays""",Malta
2217,15519,27551,"0"" 20ays""",Romania
2218,29772,85553,"0"" 31ays""",Latvia
2219,7225,19018,"0"" 14ays""",Malta
2220,28882,69409,"0"" 16ays""",Italy
2221,14948,21756,"0"" 22ays""",Ireland
2222,27181,41781,"0"" 05ays""",Denmark
2223,20414,51633,"0"" 03ays""",Finland
2224,16636,29089,"0"" 10ays""",France
2225,23866,67111,"0"" 17ays""",Malta
2226,28551,63639,"0"" 19ays""",Czech Republic
2227,23847,49992,"0"" 17ays""",Portugal
2228,8153,22638,"0"" 03ays""",Slovakia
2229,8254,16338,"0"" 05ays""",Poland
2230,6019,14008,"0"" 22ays""",Estonia
2231,23217,67917,"0"" 15ays""",France
2232,11222,18674,"0"" 04ays""",Bulgaria
2233,23798,55519,"0"" 18ays""",Luxembourg
2234,14805,31816,"0"" 31ays""",Ireland
2235,21165,63515,"0"" 07ays""",Belgium
2236,6782,10890,"0"" 02ays""",Ireland
2237,25340,37724,"0"" 07ays""",Finland
2238,13352,22743,"0"" 18ays""",Spain
2239,18797,43034,"0"" 20ays""",Malta
2240,12401,24365,"0"" 07ays""",France
2241,16586,25361,"0"" 16ays""",Greece
2242,21706,35096,"0"" 11ays""",Estonia
2243,23057,41214,"0"" 22ays""",Poland
2244,8905,24822,"0"" 08ays""",Latvia
2245,26251,42991,"0"" 03ays""",Estonia
2246,29551,58260,"0"" 02ays""",Slovakia
2247,5902,16184,"0"" 10ays""",Denmark
2248,23606,58195,"0"" 14ays""",Finland
2249,6735,12139,"0"" 22ays""",Sweden
2250,5540,16819,"0"" 01ays""",Austria
2251,24468,56788,"0"" 13ays""",Finland
2252,25680,79798,"0"" 16ays""",Ireland
2253,14617,28805,"0"" 10ays""",Portugal
2254,5193,16143,"0"" 22ays""",Hungary
2255,13870,34620,"0"" 19ays""",Estonia
2256,18093,25736,"0"" 12ays""",Romania
2257,26281,46547,"0"" 17ays""",The Netherlands
2258,25980,82783,"0"" 31ays""",Sweden
2259,28011,60950,"0"" 12ays""",Romania
2260,10764,17529,"0"" 01ays""",Luxembourg
2261,23244,68820,"0"" 10ays""",Cyprus
2262,16987,42585,"0"" 12ays""",Germany
2263,11291,16623,"0"" 12ays""",Poland
2264,13312,20059,"0"" 17ays""",Poland
2265,11322,28755,"0"" 17ays""",Belgium
2266,8857,28080,"0"" 17ays""",Croatia
2267,21603,54530,"0"" 01ays""",Spain
2268,5084,11395,"0"" 05ays""",Cyprus
2269,11548,32148,"0"" 06ays""",Bulgaria
2270,8898,24648,"0"" 15ays""",Slovakia
2271,6294,18050,"0"" 20ays""",Romania
2272,25996,51934,"0"" 15ays""",Malta
2273,18091,47656,"0"" 08ays""",Italy
2274,8822,11747,"0"" 19ays""",Finland
2275,13724,35344,"0"" 20ays""",Romania
2276,12351,27188,"0"" 20ays""",Portugal
2277,15369,20495,"0"" 02ays""",Spain
2278,12278,35857,"0"" 10ays""",Romania
2279,7322,17400,"0"" 11ays""",Greece
2280,5589,14810,"0"" 01ays""",Czech Republic
2281,29935,83959,"0"" 22ays""",Slovenia
2282,21284,66677,"0"" 22ays""",Cyprus
2283,15406,31009,"0"" 08ays""",Poland
2284,23163,46603,"0"" 10ays""",Belgium
2285,14568,38008,"0"" 19ays""",France
2286,13601,24824,"0"" 07ays""",Hungary
2287,22346,59326,"0"" 18ays""",Hungary
2288,6463,8882,"0"" 16ays""",Portugal
2289,22147,63888,"0"" 17ays""",Lithuania
2290,22950,33906,"0"" 15ays""",Lithuania
2291,29718,87229,"0"" 14ays""",Italy
2292,6053,8178,"0"" 13ays""",Belgium
2293,29431,92779,"0"" 05ays""",Belgium
2294,11545,24423,"0"" 07ays""",Spain
2295,28658,52768,"0"" 09ays""",Cyprus
2296,27384,55407,"0"" 05ays""",Cyprus
2297,12066,16090,"0"" 31ays""",Denmark
2298,19365,29422,"0"" 15ays""",Estonia
2299,9503,16592,"0"" 21ays""",Slovenia
2300,15296,35719,"0"" 12ays""",Slovenia
2301,10607,30467,"0"" 05ays""",Denmark
2302,12609,15980,"0"" 17ays""",France
2303,26781,45577,"0"" 21ays""",France
2304,10173,23039,"0"" 10ays""",Austria
2305,22837,27475,"0"" 13ays""",Malta
2306,27628,85024,"0"" 22ays""",Poland
2307,19893,58018,"0"" 21ays""",Germany
2308,27611,59861,"0"" 05ays""",Finland
2309,25366,66837,"0"" 01ays""",Italy
2310,15374,29356,"0"" 19ays""",Greece
2311,20406,26070,"0"" 17ays""",Malta
2312,15297,28063,"0"" 11ays""",Greece
2313,19096,34175,"0"" 09ays""",Malta
2314,5063,7973,"0"" 03ays""",Sweden
2315,12397,39449,"0"" 12ays""",Cyprus
2316,16208,32043,"0"" 05ays""",Estonia
2317,12542,18661,"0"" 09ays""",Denmark
2318,24165,43915,"0"" 05ays""",Portugal
2319,29704,73297,"0"" 12ays""",Belgium
2320,5671,7381,"0"" 02ays""",Germany
2321,15125,28635,"0"" 15ays""",Slovenia
2322,5403,14046,"0"" 03ays""",The Netherlands
2323,10662,34094,"0"" 04ays""",Cyprus
2324,26742,33946,"0"" 09ays""",Italy
2325,6063,12780,"0"" 07ays""",France
2326,11947,26496,"0"" 03ays""",Latvia
2327,28167,77588,"0"" 02ays""",Poland
2328,11854,21897,"0"" 05ays""",Bulgaria
2329,9775,18162,"0"" 22ays""",Spain
2330,27042,77619,"0"" 02ays""",Malta
2331,23114,53048,"0"" 11ays""",Lithuania
2332,28267,45619,"0"" 08ays""",France
2333,24856,44467,"0"" 03ays""",Hungary
2334,16856,47892,"0"" 16ays""",Slovakia
2335,12212,15892,"0"" 22ays""",Portugal
2336,10875,34195,"0"" 02ays""",Portugal
2337,27208,72349,"0"" 10ays""",Lithuania
2338,22955,67180,"0"" 14ays""",Finland
2339,8645,11825,"0"" 06ays""",Luxembourg
2340,25103,33454,"0"" 17ays""",Germany
2341,29423,61621,"0"" 16ays""",Czech Republic
2342,26647,32603,"0"" 17ays""",Germany
2343,29009,47402,"0"" 09ays""",Greece
2344,25758,67773,"0"" 07ays""",Sweden
2345,19299,44619,"0"" 22ays""",France
2346,6727,10102,"0"" 12ays""",Croatia
2347,10060,12894,"0"" 22ays""",Bulgaria
2348,6530,13937,"0"" 19ays""",Italy
2349,20887,27931,"0"" 22ays""",Sweden
2350,27062,35417,"0"" 16ays""",Malta
2351,17438,33965,"0"" 16ays""",Greece
2352,25038,51913,"0"" 12ays""",Austria
2353,18182,24674,"0"" 15ays""",Portugal
2354,18105,33311,"0"" 31ays""",Greece
2355,14529,33101,"0"" 19ays""",Croatia
2356,5712,8653,"0"" 03ays""",Latvia
2357,12836,38161,"0"" 09ays""",Croatia
2358,7614,10761,"0"" 02ays""",Luxembourg
2359,6249,17763,"0"" 04ays""",Finland
2360,29085,78563,"0"" 01ays""",Greece
2361,10494,24528,"0"" 12ays""",France
2362,28674,67624,"0"" 14ays""",Spain
2363,20571,32405,"0"" 12ays""",Latvia
2364,23696,30308,"0"" 03ays""",Lithuania
2365,8756,20909,"0"" 19ays""",France
2366,6790,17162,"0"" 17ays""",France
2367,18815,35994,"0"" 10ays""",Latvia
2368,16332,25935,"0"" 14ays""",Belgium
2369,15022,37348,"0"" 10ays""",Germany
2370,22321,46750,"0"" 09ays""",Croatia
2371,14816,30389,"0"" 16ays""",Luxembourg
2372,21299,42780,"0"" 18ays""",Luxembourg
2373,10966,26740,"0"" 15ays""",Poland
